16,Iver,12000,90
52,Carline,12000,220
58,Lianna,12000,220
81,Kylila,12000,325
85,Trenton,12000,88
114,Freddie,12000,180
118,Stu,12000,60
127,Cindelyn,12000,60
148,Benton,12000,180
151,Meryl,12000,220
157,Maryjo,12000,60
169,Farley,12000,325
199,Eliot,12000,60
206,Borden,12000,88
215,Nita,12000,60
216,Nikoletta,12000,120
222,Marina,12000,120
233,Peter,12000,120
257,Jori,12000,180
262,Melisa,12000,88
297,Ddene,12000,220
300,Zabrina,12000,88
303,Charin,12000,180
306,Silvan,12000,75
309,Ernestus,12000,60
313,Franchot,12000,220
320,Donaugh,12000,120
326,Lina,12000,120
342,Floria,12000,60
347,Tarra,12000,75
379,Crawford,12000,180
402,Rachel,12000,325
410,Fidelia,12000,60
414,Morie,12000,180
420,Lothaire,12000,180
432,Wade,12000,325
433,Emmit,12000,180
438,Gardie,12000,90
463,Shea,12000,120
465,Carley,12000,120
476,Abigael,12000,90
498,Gretchen,12000,180
508,Lin,12000,120
523,Eddy,12000,88
538,Caren,12000,75
549,Josiah,12000,120
550,Mathe,12000,180
551,Gauthier,12000,88
564,Briney,12000,88
584,Basil,12000,120
613,Evin,12000,325
627,Nicola,12000,75
647,Felike,12000,220
648,Ethan,12000,90
653,Harmonia,12000,75
654,Damara,12000,180
657,Boothe,12000,75
660,Cindi,12000,325
661,Shermie,12000,120
666,Caritta,12000,88
667,Kennan,12000,120
681,Burgess,12000,120
702,Rikki,12000,90
705,Ariella,12000,60
738,Silvie,12000,120
742,Silvano,12000,220
745,Gordon,12000,325
751,Jude,12000,180
783,Crosby,12000,60
800,Daffi,12000,90
814,Obadiah,12000,60
820,Mag,12000,88
833,Oby,12000,325
853,Eve,12000,180
864,Alonzo,12000,325
878,Ralf,12000,120
879,Barbey,12000,325
890,Madel,12000,180
904,Josiah,12000,325
917,Luis,12000,60
919,Calypso,12000,90
922,Wenda,12000,90
956,Sioux,12000,120
962,Burty,12000,60
965,Kirstin,12000,180
970,Noach,12000,325
971,Mercedes,12000,180
977,Wenonah,12000,325
983,Josi,12000,120
994,Raquela,12000,180
997,De witt,12000,88
